source_dataset,source_sheet,alloy,material_class,condition,loading_protocol,overload_ratio,delta_k_mpa_sqrt_m,dadn_mm_per_cycle,hardness_hv,microstructure_family,grain_size_um,temperature_C,stress_ratio_R,data_type,log_delta_k,log_dadn,is_austenitic,is_measured,grain_size_um_filled,inv_sqrt_grain_size
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.30471,1.83196e-05,367.58,tempered_martensitic,,20,,measured,1.053259425857391,-4.737084013183958,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.32909,1.84034e-05,367.58,tempered_martensitic,,20,,measured,1.0541950269110154,-4.73510193433665,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.35366,1.84837e-05,367.58,tempered_martensitic,,20,,measured,1.0551358845754288,-4.733211088919935,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.37842,1.85693e-05,367.58,tempered_martensitic,,20,,measured,1.0560819603964142,-4.731204467389313,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.40337,1.8669e-05,367.58,tempered_martensitic,,20,,measured,1.0570332159084346,-4.728878944295867,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.42854,1.87933e-05,367.58,tempered_martensitic,,20,,measured,1.0579907526662193,-4.725996953483595,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.45396,1.89386e-05,367.58,tempered_martensitic,,20,,measured,1.0589556621185354,-4.722652128540094,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.47967,1.90993e-05,367.58,tempered_martensitic,,20,,measured,1.0599294038076916,-4.718982549595637,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.50568,1.92704e-05,367.58,tempered_martensitic,,20,,measured,1.0609122911072806,-4.715109270503353,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.53201,1.94503e-05,367.58,tempered_martensitic,,20,,measured,1.0619050103154535,-4.711073695760392,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.55869,1.96372e-05,367.58,tempered_martensitic,,20,,measured,1.0629086162636128,-4.7069204366732835,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.58571,1.98301e-05,367.58,tempered_martensitic,,20,,measured,1.0639226535453965,-4.702675095712061,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.6131,2.00285e-05,367.58,tempered_martensitic,,20,,measured,1.0649481657493904,-4.698351575225472,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.64085,2.02351e-05,367.58,tempered_martensitic,,20,,measured,1.065984693100111,-4.693894645023792,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.669,2.0451e-05,367.58,tempered_martensitic,,20,,measured,1.0670336398422622,-4.689285451281881,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.69756,2.07896e-05,367.58,tempered_martensitic,,20,,measured,1.0680952814856828,-4.682153866583103,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.75593,2.11263e-05,367.58,tempered_martensitic,,20,,measured,1.0702569914270939,-4.6751765573862984,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.78576,2.13419e-05,367.58,tempered_martensitic,,20,,measured,1.0713575930685735,-4.670766919364038,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.81602,2.15456e-05,367.58,tempered_martensitic,,20,,measured,1.0724712173988733,-4.666641407212149,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.84668,2.17412e-05,367.58,tempered_martensitic,,20,,measured,1.0735966575444853,-4.6627164888147865,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.87774,2.19384e-05,367.58,tempered_martensitic,,20,,measured,1.074733814475172,-4.658795049346058,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.90921,2.21504e-05,367.58,tempered_martensitic,,20,,measured,1.0758829534206438,-4.654618426721985,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.94111,2.23799e-05,367.58,tempered_martensitic,,20,,measured,1.0770446990269074,-4.650141858359287,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,11.97347,2.26453e-05,367.58,tempered_martensitic,,20,,measured,1.0782200303947962,-4.64502192150425,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.00635,2.29529e-05,367.58,tempered_martensitic,,20,,measured,1.0794109994274101,-4.63916243542385,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.03982,2.32803e-05,367.58,tempered_martensitic,,20,,measured,1.080619994098625,-4.633011427479834,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.07391,2.36307e-05,367.58,tempered_martensitic,,20,,measured,1.081847934259789,-4.626523413296341,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.10867,2.40175e-05,367.58,tempered_martensitic,,20,,measured,1.083096443441829,-4.6194722006263,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.14415,2.44378e-05,367.58,tempered_martensitic,,20,,measured,1.084367122827588,-4.611937893800422,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.18042,2.47465e-05,367.58,tempered_martensitic,,20,,measured,1.085662263710451,-4.606486216454603,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.21731,2.50296e-05,367.58,tempered_martensitic,,20,,measured,1.0869755937330974,-4.601546090830484,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.2548,2.5303e-05,367.58,tempered_martensitic,,20,,measured,1.0883062279010178,-4.596827984507748,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.29287,2.55603e-05,367.58,tempered_martensitic,,20,,measured,1.0896532888792227,-4.592434053190478,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.33152,2.58076e-05,367.58,tempered_martensitic,,20,,measured,1.0910166116262836,-4.5882523811678775,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.37072,2.60633e-05,367.58,tempered_martensitic,,20,,measured,1.0923949771495047,-4.583970597024967,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.41051,2.63517e-05,367.58,tempered_martensitic,,20,,measured,1.0937896288504403,-4.579191362356402,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.45094,2.66872e-05,367.58,tempered_martensitic,,20,,measured,1.095202140299419,-4.573696989657201,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.49209,2.72366e-05,367.58,tempered_martensitic,,20,,measured,1.09663510446967,-4.564847107236425,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.57674,2.7994e-05,367.58,tempered_martensitic,,20,,measured,1.0995680828032908,-4.552935041733517,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.62058,2.85389e-05,367.58,tempered_martensitic,,20,,measured,1.1010793141007766,-4.544562770294134,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.66552,2.91203e-05,367.58,tempered_martensitic,,20,,measured,1.1026230250381013,-4.53580415519439,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.71162,2.97257e-05,367.58,tempered_martensitic,,20,,measured,1.1042009016340444,-4.5268679095416395,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.75895,3.03322e-05,367.58,tempered_martensitic,,20,,measured,1.105814935516087,-4.518096089088942,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.80752,3.09701e-05,367.58,tempered_martensitic,,20,,measured,1.1074650427356014,-4.509057392338464,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.85741,3.12423e-05,367.58,tempered_martensitic,,20,,measured,1.1091534930055584,-4.505257001666065,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.90805,3.1915e-05,367.58,tempered_martensitic,,20,,measured,1.110860638997287,-4.496005151234176,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,12.96009,3.22684e-05,367.58,tempered_martensitic,,20,,measured,1.1126080174580046,-4.491222568169013,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,13.01303,3.26e-05,367.58,tempered_martensitic,,20,,measured,1.1143784310018197,-4.486782399932061,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,13.06686,3.28928e-05,367.58,tempered_martensitic,,20,,measured,1.1161712380389592,-4.482899155620696,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,13.12152,3.31649e-05,367.58,tempered_martensitic,,20,,measured,1.1179841467299119,-4.479321307863982,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,13.17699,3.34282e-05,367.58,tempered_martensitic,,20,,measured,1.1198162163518424,-4.475887008125166,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,13.23326,3.37109e-05,367.58,tempered_martensitic,,20,,measured,1.1216668453671113,-4.472229652705487,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,13.2904,3.40354e-05,367.58,tempered_martensitic,,20,,measured,1.1235380520622618,-4.468069140996743,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,13.34846,3.44211e-05,367.58,tempered_martensitic,,20,,measured,1.125431164421129,-4.463175254976016,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,13.40759,3.48947e-05,367.58,tempered_martensitic,,20,,measured,1.127350720896876,-4.457240531079425,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,13.46794,3.54373e-05,367.58,tempered_martensitic,,20,,measured,1.1293011729278897,-4.45053937481463,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,13.52967,3.61156e-05,367.58,tempered_martensitic,,20,,measured,1.1312872039201043,-4.442305165670792,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,13.59302,3.68633e-05,367.58,tempered_martensitic,,20,,measured,1.1333159558956296,-4.433405789365462,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,13.65817,3.77047e-05,367.58,tempered_martensitic,,20,,measured,1.1353925139763568,-4.423604510355482,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,13.7253,3.90901e-05,367.58,tempered_martensitic,,20,,measured,1.1375218457939456,-4.407933218557453,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,13.86615,4.05581e-05,367.58,tempered_martensitic,,20,,measured,1.1419558939602525,-4.391922398320755,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,13.9401,4.15608e-05,367.58,tempered_martensitic,,20,,measured,1.14426588920621,-4.381316101340038,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,14.01653,4.25708e-05,367.58,tempered_martensitic,,20,,measured,1.1466405108933253,-4.370888188387088,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,14.09548,4.3497e-05,367.58,tempered_martensitic,,20,,measured,1.1490798696933862,-4.361540695421795,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,14.17688,4.44908e-05,367.58,tempered_martensitic,,20,,measured,1.1515806632959626,-4.351729785026021,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,14.26089,4.54373e-05,367.58,tempered_martensitic,,20,,measured,1.1541466300058552,-4.342587483413669,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,14.3475,4.63804e-05,367.58,tempered_martensitic,,20,,measured,1.156776233418996,-4.333665510181782,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,14.43675,4.7314e-05,367.58,tempered_martensitic,,20,,measured,1.159469435897899,-4.3250103344605515,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,14.5287,4.8241e-05,367.58,tempered_martensitic,,20,,measured,1.162226756205481,-4.3165836981734484,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,14.6234,4.9184e-05,367.58,tempered_martensitic,,20,,measured,1.165048359596347,-4.308176154180349,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,14.72095,5.01727e-05,367.58,tempered_martensitic,,20,,measured,1.1679358376132216,-4.299532527165402,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,14.82151,5.12263e-05,367.58,tempered_martensitic,,20,,measured,1.1708924513667378,-4.290507011439944,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,14.9253,5.23592e-05,367.58,tempered_martensitic,,20,,measured,1.1739230692509985,-4.281006997687358,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,15.03257,5.35793e-05,367.58,tempered_martensitic,,20,,measured,1.1770332348387043,-4.271002964638284,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,15.14361,5.49024e-05,367.58,tempered_martensitic,,20,,measured,1.1802294165243539,-4.260408670413759,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,15.25872,5.63556e-05,367.58,tempered_martensitic,,20,,measured,1.1835181037202838,-4.249062922062249,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,15.37833,5.79631e-05,367.58,tempered_martensitic,,20,,measured,1.1869091760919683,-4.236848395511227,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,15.50289,5.97369e-05,367.58,tempered_martensitic,,20,,measured,1.1904126655289047,-4.22375731852175,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,15.63294,6.16742e-05,367.58,tempered_martensitic,,20,,measured,1.194040661045835,-4.2098964752040775,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,15.76903,6.37692e-05,367.58,tempered_martensitic,,20,,measured,1.1978049794034855,-4.195389031307631,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,15.91172,6.60381e-05,367.58,tempered_martensitic,,20,,measured,1.2017171278636862,-4.180205430433259,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,16.06165,6.84795e-05,367.58,tempered_martensitic,,20,,measured,1.205790157946818,-4.164439419301021,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,16.2195,7.10896e-05,367.58,tempered_martensitic,,20,,measured,1.210037462046042,-4.148193929410551,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,16.38598,7.38621e-05,367.58,tempered_martensitic,,20,,measured,1.2144724204431292,-4.131578348926484,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,16.56185,7.68262e-05,367.58,tempered_martensitic,,20,,measured,1.21910884693657,-4.114490647481501,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.07,long_crack,1.07,16.74799,8.00219e-05,367.58,tempered_martensitic,,20,,measured,1.2239626929078653,-4.096791141163477,0,1,20.0,0.22360679774997896
